país Name,país Code,serie Name,serie Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Argentina,ARG,"Transferencias personales y remuneración de empleados, recibidos (balanza de pagos, US$ a precios actuales)",BX.TRF.PWKR.CD.DT,644300740.057192,697379575.129916,577532962.100773,535004409.367289,505346891.730357,494433532.139966,391579047.663514,479937458.342983,515857737.177991,..
Argentina,ARG,Densidad de población (personas por kilómetro),EN.POP.DNST,14.904301546759,15.0771515955406,15.2495426957383,15.421160233713,15.5916453818299,15.7606327351655,15.9281350828921,16.0941907925267,16.2585100979651,..
Argentina,ARG,Crecimiento de la población (% anual),SP.POP.GROW,0.752213052268901,1.15305928006388,1.13690569378967,1.11910919999772,1.09946109101833,1.07800134449604,1.05718157762752,1.03713389686514,1.01580834908004,..
Argentina,ARG,"Población, total",SP.POP.TOTL,40788453,41261490,41733271,42202935,42669500,43131966,43590368,44044811,44494502,..
Argentina,ARG,"Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)",SI.POV.DDAY,2.2,0.9,0.8,0.7,0.7,..,0.7,0.5,1,..
Argentina,ARG,"Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)",SI.POV.NAHC,..,..,..,..,..,..,30.3,25.7,32,..
Argentina,ARG,"Prevalencia de VIH, total (% de la población entre 15 y 24 años de edad)",SH.DYN.AIDS.ZS,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,..
Argentina,ARG,"Prevalencia de desnutrición, peso para la edad (% de niños menores de cinco años)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,"Tasa de finalización de la educación de nivel primario, total (% del grupo etario correspondiente)",SE.PRM.CMPT.ZS,103.56741,103.88771,103.35225,101.64501,103.10644,102.97374,103.89357,99.96276,..,..
Argentina,ARG,"Recaudación, excluidas las donaciones (% del PIB)",GC.REV.XGRT.GD.ZS,21.2413164267537,20.196408074281,21.182234604867,21.5652829643596,22.3322943705014,22.1490803040164,21.2567013071388,19.3651896285052,..,..
Argentina,ARG,"Inscripción escolar, nivel primario (% bruto)",SE.PRM.ENRR,116.97576,115.61473,114.22717,112.01195,111.45967,111.30341,110.73918,109.74146,..,..
Argentina,ARG,Proporción de niñas con respecto a niños en educación primaria y secundaria (%),SE.ENR.PRSC.FM.ZS,1.03598,1.0402,1.03461,1.03136,1.03123,1.02838,1.02081,1.01963,..,..
Argentina,ARG,"Inscripción escolar, nivel secundario (% bruto)",SE.SEC.ENRR,99.50126,101.535,103.47648,105.04141,106.03556,106.94647,108.46233,108.7336,..,..
Argentina,ARG,Nivel general de la capacidad estadística (escala 0 - 100),IQ.SCI.OVRL,86.6666666666667,85.5555555555555,85.5555555555555,76.6666666666667,83.3333333333333,95.5555666666667,88.8889,85.5555666666667,78.8889,76.6666666666667
Argentina,ARG,Superficie (kilómetros cuadrados),AG.SRF.TOTL.K2,2780400,2780400,2780400,2780400,2780400,2780400,2780400,2780400,2780400,..
Argentina,ARG,Recaudación impositiva (% del PIB),GC.TAX.TOTL.GD.ZS,12.8530426903256,12.6636277012315,12.9528415127413,12.4529027558077,12.6109666067191,12.3365069418291,12.0972836411962,10.9555014904363,..,..
Argentina,ARG,Áreas protegidas terrestres y marinas (% del total de la superficie territorial),ER.PTD.TOTL.ZS,..,..,..,..,..,..,7.52859334896618,7.40512875012761,7.40512875012761,..
Argentina,ARG,Tiempo necesario para iniciar un negocio (días),IC.REG.DURS,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,11,11.5
Argentina,ARG,"Total del servicio de la deuda (% de exportaciones de bienes, servicios e ingreso)",DT.TDS.DECT.EX.ZS,18.6426233354966,15.6550627866212,14.0601320892901,17.144794973003,20.1693205373148,24.7331480336895,34.9080047911102,51.5868149271809,45.0412274988796,..
Argentina,ARG,Crecimiento de la población urbana (% anual),SP.URB.GROW,0.926281041121643,1.30814131603172,1.28077370283392,1.25948243003778,1.2396386789085,1.21579706300955,1.19260291906809,1.17019595911431,1.14760215897919,..
Australia,AUS,Tasa de fertilidad en adolescentes (nacimientos por cada 1.000 mujeres entre 15 y 19 años de edad),SP.ADO.TFRT,14.2212,13.2616,12.302,12.1846,12.0672,11.9498,11.8324,11.715,..,..
Australia,AUS,"Agricultura, valor agregado (% del PIB)",NV.AGR.TOTL.ZS,2.19756826525444,2.27654236627696,2.25474804896169,2.27890649460036,2.21622365548348,2.37264411384703,2.40312299408568,2.70017412979048,2.45518628235345,..
Australia,AUS,"Extracción anual de agua dulce, total (% de recursos internos)",ER.H2O.FWTL.ZS,..,..,3.14024390243902,..,3.14024390243902,..,..,..,..,..
Australia,AUS,Nacimientos asistidos por personal de salud capacitado (% del total),SH.STA.BRTC.ZS,99.1,99.1,..,99.3,99.7,99.7,..,..,..,..
Australia,AUS,Emisiones de CO2 (toneladas métricas per cápita),EN.ATM.CO2E.PC,17.7408450531619,17.5388777559057,17.0729046803908,16.0958331735351,15.3887660194467,..,..,..,..,..
Australia,AUS,Prevalencia de uso de métodos anticonceptivos (% de mujeres entre 15 y 49 años),SP.DYN.CONU.ZS,..,..,67.75,..,..,..,66.93,..,..,..
Australia,AUS,Crédito interno proporcionado por el sector financiero (% del PIB),FS.AST.DOMS.GD.ZS,153.790596961052,151.161183425836,149.891763054867,155.287571385599,164.427130151661,175.630802474969,182.650239396028,176.245686986321,176.574459312409,..
Australia,AUS,Consumo de energía eléctrica (kWh per cápita),EG.USE.ELEC.KH.PC,10726.9281831902,10627.2938650379,10407.7403070759,10220.8873013463,10071.3989785006,..,..,..,..,..
Australia,AUS,Uso de energía (kg de equivalente de petróleo per cápita),EG.USE.PCAP.KG.OE,5793.11602573559,5745.23218954465,5575.28709327857,5468.39136879598,5334.68167873774,5483.81640154023,..,..,..,..
Australia,AUS,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,19.810007754315,21.4364170540906,21.4808284059974,19.9561676149363,21.0394549992806,19.984845509759,19.2510570754507,21.1932001494647,21.8046575994119,..
Australia,AUS,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Tasa de fertilidad, total (nacimientos por cada mujer)",SP.DYN.TFRT.IN,1.928,1.926,1.92,1.855,1.826,1.814,1.752,1.765,..,..
Australia,AUS,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,35210733743.0829,65554890649.5348,57550426822.6138,53997299139.8889,63195482811.6136,46892808567.8516,42980709071.9775,47541126471.9733,60337583596.5415,..
Australia,AUS,Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,1232110,1235190,1238270,1241350,1244430,1247510,1250590,..,..,..
Australia,AUS,PIB (US$ a precios actuales),NY.GDP.MKTP.CD,1146138465603.81,1396649906339.35,1546151783872.96,1576184467015.49,1467483705131.74,1351693984524.5,1208846993739.99,1330135756844.41,1433904348500.12,..
Australia,AUS,Crecimiento del PIB (% anual),NY.GDP.MKTP.KD.ZG,2.06746567730687,2.46278617259068,3.91816177220686,2.58487511083116,2.5331154467595,2.1926400283338,2.77065669252896,2.36761725296472,2.94033358170461,..
Australia,AUS,"INB per cápita, método Atlas (US$ a precios actuales)",NY.GNP.PCAP.CD,46630,50320,60210,66020,65150,60500,54140,51600,53230,..
Australia,AUS,"INB per cápita, PPA (a $ internacionales actuales)",NY.GNP.PCAP.PP.CD,37800,40280,41520,44760,45650,45330,46190,48280,50050,..
Australia,AUS,"INB, método Atlas (US$ a precios actuales)",NY.GNP.ATLS.CD,1027320355910.53,1124159993469.48,1368690222559.22,1526863169742.69,1529420995443.4,1440831884837.11,1309758713566.01,1269429377797.39,1330436971362.72,..
Australia,AUS,"INB, PPA (a $ internacionales actuales)",NY.GNP.MKTP.PP.CD,832727650434.187,899875053935.933,943990546160.514,1035222299693.94,1071746498596.55,1079583930033.6,1117294571875.29,1187766622497.85,1250869341255.01,..
Australia,AUS,Formación bruta de capital (% del PIB),NE.GDI.TOTL.ZS,26.8511409755989,26.5072122273973,27.7425576441621,27.8957916614323,26.7456350522042,26.2706966202778,25.37197855862,24.0707360456605,24.4908858953013,..
Australia,AUS,Exportaciones de productos de alta tecnología (% de las exportaciones de productos manufacturados),TX.VAL.TECH.MF.ZS,13.9068755275918,15.1979680635348,14.673688563608,15.1774351119229,15.9067147124342,16.3399424261393,17.4800278066735,14.6233723647016,16.7083177315111,..
Australia,AUS,Inmunización contra el sarampión (% de niños entre 12 y 23 meses de edad),SH.IMM.MEAS,94,94,94,94,94,95,95,95,95,..
Australia,AUS,Importaciones de bienes y servicios (% del PIB),NE.IMP.GNFS.ZS,20.8396639745591,20.4703160052576,21.7295182659334,21.2522627313421,21.4670353387174,21.5095275701541,21.5265843486597,20.5767999696081,21.3876035202283,..
Australia,AUS,Participación en el ingreso del 20% peor remunerado de la población,SI.DST.FRST.20,7.3,..,..,..,7.4,..,..,..,..,..
Australia,AUS,"Industria, valor agregado (% del PIB)",NV.IND.TOTL.ZS,25.1514166418821,26.4361276332007,26.2841640112627,25.1279854872757,25.5148167378779,23.644205561858,22.2848726511609,23.4268357197979,24.1204294332605,..
Australia,AUS,"Inflación, índice de deflación del PIB (% anual)",NY.GDP.DEFL.KD.ZG,1.16723349576084,6.25272941586204,1.8565278867412,-0.12417731012772,1.4795723343474,-0.549652211548107,-0.53300469709626,3.74072948446687,1.89461830647863,..
Australia,AUS,"Esperanza de vida al nacer, total (años)",SP.DYN.LE00.IN,81.6951219512195,81.8951219512195,82.0463414634146,82.1487804878049,82.3,82.4,82.4487804878049,82.4975609756098,..,..
Australia,AUS,Comercio de mercaderías (% del PIB),TG.VAL.TOTL.GD.ZS,36.1451092021202,36.9050252078536,33.477631717594,31.4126303336508,32.500531238075,29.3360038988035,32.1530352486942,34.5712080615686,34.351733469198,..
Australia,AUS,Gasto militar (% del PIB),MS.MIL.XPND.GD.ZS,1.86239977396025,1.76938986414435,1.67991735762004,1.64953307597667,1.78129495506829,1.95845125365234,2.09284952414869,2.00796639339341,1.89155976713945,..
Australia,AUS,Suscripciones a telefonía celular móvil (por cada 100 personas),IT.CEL.SETS.P2,101.558682028298,105.550620926852,106.261156373565,107.246154823284,106.202533061789,107.677834937609,109.431295231959,111.708051619264,113.578710580609,..
Australia,AUS,"Tasa de mortalidad, menores de 5 años (por cada 1.000)",SH.DYN.MORT,4.8,4.5,4.3,4.1,4,3.9,3.8,3.7,3.7,..
Australia,AUS,Índice de términos netos de intercambio (2000 = 100),TT.PRI.MRCH.XD.WD,178.7263134,200.2885825,181.8145129,176.8117884,164.9852955,148.1965091,147.9984555,172.4928872,175.7199208,..
Australia,AUS,Migración neta,SM.POP.NETM,..,..,989375,..,..,..,..,791229,..,..
Australia,AUS,Ayuda oficial neta para el desarrollo y oficial neta recibidas (US$ a precios actuales),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Transferencias personales y remuneración de empleados, recibidos (balanza de pagos, US$ a precios actuales)",BX.TRF.PWKR.CD.DT,1864472761.35169,2449287569.05191,2405316866.64118,2389397584.30219,2292096913.95343,2174651380.40477,2056844753.41069,2001928453.24729,1861417361.33186,..
Australia,AUS,Densidad de población (personas por kilómetro),EN.POP.DNST,2.86785858401781,2.90798641031983,2.95920036968095,3.01057352615753,3.05581479504836,3.10011259648803,3.14493553058884,3.19836141871706,3.24912948744283,..
Australia,AUS,Crecimiento de la población (% anual),SP.POP.GROW,1.55548958906995,1.38952731561803,1.74582000067359,1.721151439989,1.49156648912847,1.43921665259925,1.56194049810399,1.68452310845434,1.57484884368487,..
Australia,AUS,"Población, total",SP.POP.TOTL,22031750,22340024,22733465,23128129,23475686,23815995,24190907,24601860,24992369,..
Australia,AUS,"Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)",SI.POV.DDAY,0.3,..,..,..,0.5,..,..,..,..,..
Australia,AUS,"Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)",SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Prevalencia de VIH, total (% de la población entre 15 y 24 años de edad)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..
Australia,AUS,"Prevalencia de desnutrición, peso para la edad (% de niños menores de cinco años)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Tasa de finalización de la educación de nivel primario, total (% del grupo etario correspondiente)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Recaudación, excluidas las donaciones (% del PIB)",GC.REV.XGRT.GD.ZS,23.3541677714068,22.738669878062,23.4548083374126,24.4684167942996,24.3755200090083,24.5022008480852,24.8211913670867,24.757615981157,25.7225333535148,..
Australia,AUS,"Inscripción escolar, nivel primario (% bruto)",SE.PRM.ENRR,105.61943,105.68968,105.98445,105.99385,105.45709,101.59991,100.74441,100.33898,..,..
Australia,AUS,Proporción de niñas con respecto a niños en educación primaria y secundaria (%),SE.ENR.PRSC.FM.ZS,..,..,..,..,..,0.92526,0.92517,0.93754,..,..
Australia,AUS,"Inscripción escolar, nivel secundario (% bruto)",SE.SEC.ENRR,..,..,..,..,..,157.16766,153.0132,150.31148,..,..
Australia,AUS,Nivel general de la capacidad estadística (escala 0 - 100),IQ.SCI.OVRL,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Superficie (kilómetros cuadrados),AG.SRF.TOTL.K2,7741220,7741220,7741220,7741220,7741220,7741220,7741220,7741220,7741220,..
Australia,AUS,Recaudación impositiva (% del PIB),GC.TAX.TOTL.GD.ZS,20.5269552747402,20.3503122216089,21.1170969777079,21.9581112368817,21.9088787823813,21.865491896164,22.1192812248226,21.915858625435,22.9858152961273,..
Australia,AUS,Áreas protegidas terrestres y marinas (% del total de la superficie territorial),ER.PTD.TOTL.ZS,..,..,..,..,..,..,28.5918417236676,29.7087937305528,29.7087937305528,..
Australia,AUS,Tiempo necesario para iniciar un negocio (días),IC.REG.DURS,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2
Australia,AUS,"Total del servicio de la deuda (% de exportaciones de bienes, servicios e ingreso)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Crecimiento de la población urbana (% anual),SP.URB.GROW,1.69528537779197,1.52795741614347,1.86533013697943,1.83817579922612,1.60845510176755,1.55480059894141,1.67739012761928,1.80566369778429,1.70048876404874,..
Brasil,BRA,Tasa de fertilidad en adolescentes (nacimientos por cada 1.000 mujeres entre 15 y 19 años de edad),SP.ADO.TFRT,66.8926,65.4728,64.053,63.0646,62.0762,61.0878,60.0994,59.111,..,..
Brasil,BRA,"Agricultura, valor agregado (% del PIB)",NV.AGR.TOTL.ZS,4.11575648758173,4.34203511988559,4.1683282240444,4.50690578357264,4.32560979028385,4.31913275104669,4.89301052063879,4.63471584534448,4.36127790993771,..
Brasil,BRA,"Extracción anual de agua dulce, total (% de recursos internos)",ER.H2O.FWTL.ZS,..,..,1.32096802685038,..,1.32096802685038,..,..,..,..,..
Brasil,BRA,Nacimientos asistidos por personal de salud capacitado (% del total),SH.STA.BRTC.ZS,98.9,99,99,99.1,99.1,99.2,..,..,..,..
Brasil,BRA,Emisiones de CO2 (toneladas métricas per cápita),EN.ATM.CO2E.PC,2.14473639509072,2.22471194448911,2.35854836426703,2.50540878760348,2.61293352087838,..,..,..,..,..
Brasil,BRA,Prevalencia de uso de métodos anticonceptivos (% de mujeres entre 15 y 49 años),SP.DYN.CONU.ZS,..,..,..,80.2,..,..,..,..,..,..
Brasil,BRA,Crédito interno proporcionado por el sector financiero (% del PIB),FS.AST.DOMS.GD.ZS,93.3887029495729,95.1554685973063,101.064049187409,100.045957422747,103.440518968876,107.063168960991,111.185414793342,111.364247302995,113.709347397086,..
Brasil,BRA,Consumo de energía eléctrica (kWh per cápita),EG.USE.ELEC.KH.PC,2374.11665262872,2430.8033959668,2501.47405281669,2568.82970799499,2619.96061573831,..,..,..,..,..
Brasil,BRA,Uso de energía (kg de equivalente de petróleo per cápita),EG.USE.PCAP.KG.OE,1358.5024160427,1367.18809766171,1413.73335709267,1461.07678089719,1495.54120710984,..,..,..,..,..
Brasil,BRA,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,10.8655847746965,11.5825153248769,11.8775598368351,11.742232845639,11.0119409152591,12.9001914177405,12.4709021006972,12.5734626233799,14.8053499435965,..
Brasil,BRA,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,352364412862.6,404046105342.1,440515187632.7,483765362833.9,556919645475.4,543397354634.3,543257223431.4,542979659110.9,557822647211.2,..
Brasil,BRA,"Tasa de fertilidad, total (nacimientos por cada mujer)",SP.DYN.TFRT.IN,1.796,1.781,1.771,1.764,1.758,1.753,1.747,1.739,..,..
Brasil,BRA,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,82389933624.1,102427229784.41,92568379494.5,75211028087.44,87713987796.95,64738149686.45,74294617926.46,68885072605.58,78162572752.95,..
Brasil,BRA,Área selvática  (kilómetros cuadrados),AG.LND.FRST.K2,4984580,4974740,4964900,4955060,4945220,4935380,4925540,..,..,..
Brasil,BRA,PIB (US$ a precios actuales),NY.GDP.MKTP.CD,2208871646202.82,2616200980392.16,2465188674415.03,2472806456101.29,2455994050148.75,1802214373741.32,1796275437087.99,2053594973992.61,1868626087908.48,..
Brasil,BRA,Crecimiento del PIB (% anual),NY.GDP.MKTP.KD.ZG,7.52822583005563,3.97442540565854,1.92115031787357,3.00486535500508,0.503961789942167,-3.54587157447273,-3.30535825236935,1.0638325547677,1.11758734985511,..
Brasil,BRA,"INB per cápita, método Atlas (US$ a precios actuales)",NY.GNP.PCAP.CD,9660,11080,12360,12810,12100,10160,8930,8670,9140,..
Brasil,BRA,"INB per cápita, PPA (a $ internacionales actuales)",NY.GNP.PCAP.PP.CD,13900,14670,15180,15920,16030,15470,15010,15370,15850,..
Brasil,BRA,"INB, método Atlas (US$ a precios actuales)",NY.GNP.ATLS.CD,1890905866162.19,2188200534356,2463186506759.3,2575918639805.66,2454069079547.36,2078343476278.31,1840499032523.88,1802952963237.81,1915275339777.01,..
Brasil,BRA,"INB, PPA (a $ internacionales actuales)",NY.GNP.MKTP.PP.CD,2720411219562.08,2897463027103.88,3024655218450.78,3199962101374.58,3251231978467.68,3163681426919.02,3094875200550.07,3194802640636.97,3320409685210.91,..
Brasil,BRA,Formación bruta de capital (% del PIB),NE.GDI.TOTL.ZS,21.8013215651568,21.8262760943346,21.4172253653349,21.6937710091008,20.5484072031028,17.4116425416713,14.9746178719222,15.03563634344,15.4227277400827,..
Brasil,BRA,Exportaciones de productos de alta tecnología (% de las exportaciones de productos manufacturados),TX.VAL.TECH.MF.ZS,12.0523401660687,10.5755774758681,11.2727771557656,10.431530300605,11.3634462941607,13.1387713190622,14.3371583972761,13.3129032206298,12.9506134545756,..
Brasil,BRA,Inmunización contra el sarampión (% de niños entre 12 y 23 meses de edad),SH.IMM.MEAS,99,99,99,98,97,96,95,91,84,..
Brasil,BRA,Importaciones de bienes y servicios (% del PIB),NE.IMP.GNFS.ZS,11.9065933373084,12.3518953217282,13.2367345412855,14.0437480704732,13.6734606297264,14.0534511983164,12.071106657593,11.5710278686871,14.2767004326273,..
Brasil,BRA,Participación en el ingreso del 20% peor remunerado de la población,SI.DST.FRST.20,..,3.3,3.3,3.5,3.6,3.6,3.3,3.2,3.1,..
Brasil,BRA,"Industria, valor agregado (% del PIB)",NV.IND.TOTL.ZS,23.2679516203289,23.102056242361,22.1336473676777,21.2248326868129,20.4724592028246,19.3600439775462,18.3528063945571,18.3532318366491,18.4428141952368,..
Brasil,BRA,"Inflación, índice de deflación del PIB (% anual)",NY.GDP.DEFL.KD.ZG,8.42333832793074,8.31856504470051,7.94317879075956,7.50449981909998,7.84674214158716,7.56627704353183,8.09990090513357,3.47283998793702,3.02543262008869,..
Brasil,BRA,"Esperanza de vida al nacer, total (años)",SP.DYN.LE00.IN,73.619,73.921,74.209,74.483,74.745,74.994,75.23,75.456,..,..
